master_file_number,investigating_agency,local_code,roadway_number,building_number,roadway_name,roadway_suffix,roadway_direction,milepoint,intersection_roadway_number,intersection_roadway_name,intersection_roadway_suffix,between_street_number_1,between_street_name_1,between_street_suffix_1,between_street_number_2,between_street_name_2,between_street_suffix_2,units_involved,motor_vehicles_involved,killed,injured,weather,roadway_condition,hit_and_run,roadway_type,directional_analysis,manner_of_collision,roadway_character,light_condition,secondary_collision,date,latitude,longitude,injury_indicator,fatality_indicator,day_of_week
71020579,LOUISVILLE METRO POLICE DEPT,8011051477,KY2054,,ALGONQUIN,PKWY,,3.258,,,,,RODMAN,ST   ,,COMPTON,ST   ,2,1,0,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAWN,False,2011-07-02 15:15:00-04:00,38.2113326,-85.7696208,True,False,SATURDAY
71020720,LOUISVILLE METRO POLICE DEPT,8011051794,,,DUNCAN,ST,,2.369,,LONGWORTH,AVE  ,,,,,,,2,1,0,1,CLOUDY,WET,True,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2011-07-03 23:01:00-04:00,38.2679738,-85.8229483,True,False,SUNDAY
71020750,LOUISVILLE METRO POLICE DEPT,8011052014,,,NORWICH,BLVD,,0.001,KY1931,GREENWOOD,RD   ,,,,,,,2,1,0,0,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-07-04 19:50:00-04:00,38.1448206,-85.8761506,False,False,MONDAY
71022034,LOUISVILLE METRO POLICE DEPT,8011052250,,,JEANINE,DR,,0.894,,INDIAN,TRL  ,,,,,,,2,1,0,1,CLEAR,DRY,False,COUNTY ROAD,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-07-05 14:00:00-04:00,38.1707166,-85.6886504,True,False,TUESDAY
71022214,LOUISVILLE METRO POLICE DEPT,8011053147,,,SOUTHERN,PKWY,,0.517,,,,,FORUM,AVE  ,,KINGSTON,AVE  ,2,1,0,1,RAINING,WET,True,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,False,2011-07-08 08:29:00-04:00,38.1764275,-85.7724905,True,False,FRIDAY
71023106,LOUISVILLE METRO POLICE DEPT,8011053214,US0031W,,MARKET,ST,W,21.759,,5TH,ST   ,,,,,,,2,1,0,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-07-08 13:13:00-04:00,38.2554345,-85.7584296,True,False,FRIDAY
71024117,LOUISVILLE METRO POLICE DEPT,8011054147,,,WHITNEY,AVE,W,1.108,,,,,2ND,ST   ,,1ST,ST   ,2,1,0,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-07-11 19:20:00-04:00,38.1939964,-85.7627847,True,False,MONDAY
71024987,LOUISVILLE METRO POLICE DEPT,8011055046,KY1865,,TAYLOR,BLVD,,6.043,,CARLISLE,AVE  ,,,,,,,2,1,0,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-07-14 20:06:00-04:00,38.1940665,-85.7831566,True,False,THURSDAY
71025035,LOUISVILLE METRO POLICE DEPT,8011055174,,,BARRET,AVE,,0.143,,,,,RUBEL,AVE  ,US0150,BROADWAY,,2,1,0,0,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-07-15 10:07:00-04:00,38.246218,-85.7318591,False,False,FRIDAY
71025695,LOUISVILLE METRO POLICE DEPT,8011054628,,,DUMESNIL,ST,,1.301,,26TH,ST   ,,,,,,,2,2,0,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-07-13 15:10:00-04:00,38.2364014,-85.7964194,True,False,WEDNESDAY
71025761,LOUISVILLE METRO POLICE DEPT,8011055342,,1121,BEECHER,ST,,0.158,,,,,,,,,,2,1,0,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-07-15 18:32:00-04:00,38.1916769,-85.7803677,True,False,FRIDAY
71025963,LOUISVILLE METRO POLICE DEPT,8011055922,,,LAKE FOREST,PKWY,,0.702,,,,,ASHMONT,PL   ,,WOODLAKE,DR   ,2,1,0,0,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,False,2011-07-17 16:00:00-04:00,38.247868,-85.4869571,False,False,SUNDAY
71027177,LOUISVILLE METRO POLICE DEPT,8011056532,,,BLUEGRASS PARK,DR,,0.115,,CROSSLAND,WAY  ,,,,,,,2,1,0,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-07-19 17:52:00-04:00,38.1912049,-85.6759888,True,False,TUESDAY
71027633,LOUISVILLE METRO POLICE DEPT,8011057165,,,GRIFFITHS,AVE,,0.421,,23RD,ST   ,,,,,,,2,1,0,1,CLEAR,DRY,True,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-07-21 15:30:00-04:00,38.2649012,-85.7864926,True,False,THURSDAY
71027628,LOUISVILLE METRO POLICE DEPT,8011057144,US0031,,CLARK MEMORIAL BRIDGE,,,0.548,,,,,,,,,,2,1,0,0,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-07-21 16:45:00-04:00,38.2640921,-85.7516079,False,False,THURSDAY
71027641,LOUISVILLE METRO POLICE DEPT,8011057224,,,41ST,ST,S,0.355,,FORDSON,WAY  ,,,,,,,2,1,0,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2011-07-21 21:27:00-04:00,38.2380818,-85.8210519,True,False,THURSDAY
71028336,LOUISVILLE METRO POLICE DEPT,8011057360,,,SKY BLUE,AVE,,0.007,,,,,,,,,,2,1,0,1,CLEAR,DRY,False,COUNTY ROAD,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-07-22 13:06:00-04:00,38.1441344,-85.8519788,True,False,FRIDAY
71028383,LOUISVILLE METRO POLICE DEPT,8011057538,,,CLAY,ST,S,0.372,,,,,,,,,,2,1,0,1,CLEAR,DRY,True,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2011-07-23 00:30:00-04:00,38.249443,-85.7407698,True,False,SATURDAY
71028416,LOUISVILLE METRO POLICE DEPT,8011057725,KY1020,,KENWOOD,WAY,W,7.66,,,,,3RD,ST   ,,BURKLEY,AVE  ,2,1,0,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,False,2011-07-23 16:20:00-04:00,38.1795781,-85.7672473,True,False,SATURDAY
71029441,SHIVELY POLICE DEPARTMENT,0411001373,,,HILLSIDE,DR,,0.003,,,,,,,,,,2,1,0,0,CLEAR,DRY,True,,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,False,2011-07-19 17:00:00-04:00,38.1754838,-85.8259329,False,False,TUESDAY
71032030,LOUISVILLE METRO POLICE DEPT,8011060368,KY1932,,BRECKENRIDGE,LN,,2.564,,,,,HIKES,LN   ,,CHURCHILL PARK,DR   ,2,1,0,1,CLOUDY,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-08-01 10:45:00-04:00,38.2165406,-85.6274084,True,False,MONDAY
71032033,LOUISVILLE METRO POLICE DEPT,8011060452,,,WILKIE,RD,,0.312,,MARY ROSE,DR   ,,,,,,,2,1,0,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-08-01 15:06:00-04:00,38.176073,-85.8559005,True,False,MONDAY
71032067,LOUISVILLE METRO POLICE DEPT,8011060776,KY1747,,FERN VALLEY,RD,,2.161,,,,,JEANINE,DR   ,KY0061,PRESTON,HWY  ,2,1,0,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-08-02 15:40:00-04:00,38.1580294,-85.6930531,True,False,TUESDAY
71032198,LOUISVILLE METRO POLICE DEPT,8011060965,,,BANK,ST,,0.001,US0150,22ND,ST   ,,,,,,,2,1,0,1,CLOUDY,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-08-03 08:35:00-04:00,38.2665561,-85.783538,True,False,WEDNESDAY
71032854,JEFFERSONTOWN POLICE DEPT,A0812902  ,KY0155,,TAYLORSVILLE,RD,,9.586,,,,,JEFFERSON,ST   ,,SPROWL,RD   ,2,1,0,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,False,2011-08-04 21:50:00-04:00,38.1969034,-85.5682004,True,False,THURSDAY
71032920,LOUISVILLE METRO POLICE DEPT,8011061293,,3706,WYNBROOKE,CIR,,0.254,,,,,,,,,,2,1,0,1,CLEAR,DRY,False,COUNTY ROAD,COLLISION WITH BICYCLIST,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,False,2011-08-04 07:49:00-04:00,38.2952156,-85.5654367,True,False,THURSDAY
71033975,LOUISVILLE METRO POLICE DEPT,8011062151,,,7TH,ST,S,2.793,,,,,,,,,,2,1,0,0,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2011-08-06 22:20:00-04:00,38.2569703,-85.7615695,False,False,SATURDAY
71035018,LOUISVILLE METRO POLICE DEPT,8011062904,KY0864,,SHELBY,ST,S,15.016,,,,,,,,,,2,1,0,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-08-09 16:53:00-04:00,38.237877,-85.7406586,True,False,TUESDAY
71035451,LOUISVILLE METRO POLICE DEPT,8011063275,,,OAK,ST,W,0.273,,4TH,ST   ,,,,,,,2,1,0,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-08-10 13:00:00-04:00,38.2350184,-85.7603181,True,False,WEDNESDAY
71036972,LOUISVILLE METRO POLICE DEPT,8011064389,,,26TH,ST,N,0.187,,DUNCAN,ST   ,,,,,,,2,1,0,1,CLEAR,DRY,True,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-08-13 20:29:00-04:00,38.2634196,-85.7932449,True,False,SATURDAY
71037233,LOUISVILLE METRO POLICE DEPT,8011064815,,,COGAN,BLVD,,0.001,,,,,ZACHARY,CIR  ,KY1865,NEW CUT,RD   ,2,1,0,1,CLOUDY,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-08-15 11:57:00-04:00,38.1421448,-85.7743904,True,False,MONDAY
71038453,LOUISVILLE METRO POLICE DEPT,8011065128,,,BARRET,AVE,,1.005,,,,,WINTER,AVE  ,,OAK,ST   ,2,1,0,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-08-16 12:57:00-04:00,38.2357745,-85.7277478,True,False,TUESDAY
71038495,LOUISVILLE METRO POLICE DEPT,8011065485,US0031E,,MAIN,ST,E,17.587,,FLOYD,ST   ,,,,,,,2,1,0,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-08-17 14:30:00-04:00,38.2556715,-85.7478894,True,False,WEDNESDAY
71039055,LOUISVILLE METRO POLICE DEPT,8011066083,KY0864,,SHELBY,ST,S,15.156,,BRECKINRIDGE,ST   ,,,,,,,2,1,0,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-08-19 10:35:00-04:00,38.2398952,-85.7403311,True,False,FRIDAY
71039802,LOUISVILLE METRO POLICE DEPT,8011066484,,,AQUA,LN,,0.046,,INGLEWOOD,DR   ,,,,,,,2,1,0,0,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-08-20 17:00:00-04:00,38.1117548,-85.7704354,False,False,SATURDAY
71039813,LOUISVILLE METRO POLICE DEPT,8011066528,KY0061,,JACKSON,ST,S,12.167,,JACOB,ST   ,,,,,,,2,1,0,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-08-20 20:47:00-04:00,38.2433954,-85.7458943,True,False,SATURDAY
71041194,LOUISVILLE METRO POLICE DEPT,8011067633,,,UPPER HUNTERS,TRCE,,1.351,,MARIAN,DR   ,,,,,,,2,1,0,0,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,False,2011-08-24 15:53:00-04:00,38.1589396,-85.846547,False,False,WEDNESDAY
71043332,LOUISVILLE METRO POLICE DEPT,8011069103,,,PHILLIPS,LN,,1.259,,,,KY0061  ,PRESTON,HWY  ,,MONARCH,DR   ,2,1,0,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-08-29 14:21:00-04:00,38.197499,-85.7319606,True,False,MONDAY
71043913,LOUISVILLE METRO POLICE DEPT,8011068919,US0031E,,BAXTER,AVE,,15.901,US0150,BROADWAY,,,,,,,,2,1,0,0,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,False,2011-08-28 23:23:00-04:00,38.2437317,-85.7269965,False,False,SUNDAY
71044135,LOUISVILLE METRO POLICE DEPT,8011069998,KY1727,,TERRY,RD,,1.478,,TEAROSE,DR   ,,,,,,,2,1,0,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-09-01 09:15:00-04:00,38.1430731,-85.872148,True,False,THURSDAY
71044465,LOUISVILLE METRO POLICE DEPT,8011070249,,,LOTUS,AVE,,0.217,,VERA,AVE  ,,,,,,,2,1,0,1,CLEAR,DRY,True,NONE OF THE ABOVE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2011-09-01 21:35:00-04:00,38.1708148,-85.7171567,True,False,THURSDAY
71046945,SHIVELY POLICE DEPARTMENT,0411001700,US0031W,,DIXIE,HWY,,15.716,,NOBEL,PL   ,,,,,,,2,1,0,1,CLEAR,DRY,True,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-09-03 12:58:00-04:00,38.1969229,-85.8048239,True,False,SATURDAY
71047219,LOUISVILLE METRO POLICE DEPT,8011071787,,,FLOYD,ST,S,0.663,,,,,GRAY,ST   ,,PIN,ALY  ,2,1,0,0,CLOUDY,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-09-07 14:20:00-04:00,38.2461715,-85.749671,False,False,WEDNESDAY
71047201,LOUISVILLE METRO POLICE DEPT,8011071678,KY1020,,SOUTHSIDE,DR,,6.644,,,,,ALGER,AVE  ,,NAVY,DR   ,2,1,0,1,RAINING,WET,True,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,False,2011-09-07 00:10:00-04:00,38.1664829,-85.7647933,True,False,WEDNESDAY
71047576,LOUISVILLE METRO POLICE DEPT,8011071893,,,FLOYD,ST,S,2.279,,LEE,ST   ,,,,,,,2,1,0,1,CLOUDY,WET,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,False,2011-09-07 10:00:00-04:00,38.2224452,-85.7537105,True,False,WEDNESDAY
71048441,ANCHORAGE POLICE DEPARTMENT,11-001804 ,KY0146,12100,PARK,RD,,4.571,,,,,,,,,,2,1,0,1,CLEAR,DRY,True,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & HILLCREST,DARK-HWY NOT LIGHTED,False,2011-08-19 05:55:00-04:00,38.2674385,-85.5449474,True,False,FRIDAY
71049257,LOUISVILLE METRO POLICE DEPT,8011072932,US0060,,FRANKFORT,AVE,,1.527,,BAYLY,AVE  ,,,,,,,2,1,0,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-09-11 12:15:00-04:00,38.2549708,-85.6919903,True,False,SUNDAY
71049083,LOUISVILLE METRO POLICE DEPT,8011069083,,,15TH,ST,S,0.777,,OAK,ST   ,,,,,,,2,1,0,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-08-29 13:28:00-04:00,38.2365947,-85.7783632,True,False,MONDAY
71049303,LOUISVILLE METRO POLICE DEPT,8011073182,KY0061,,PRESTON,HWY,,2.917,,MILES,LN   ,,,,,,,2,1,0,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,False,2011-09-12 11:50:00-04:00,38.1244205,-85.6792937,True,False,MONDAY
71050270,LOUISVILLE METRO POLICE DEPT,8011073298,,,WHIPPS MILL,RD,,0.313,,WOOD,RD   ,,,,,,,2,1,0,0,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-09-12 16:09:00-04:00,38.2511441,-85.5982402,False,False,MONDAY
71050275,LOUISVILLE METRO POLICE DEPT,8011073626,,,5TH,ST,S,3.166,,MUHAMMAD ALI,BLVD ,,,,,,,2,1,0,0,CLOUDY,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-09-13 10:00:00-04:00,38.2514232,-85.7592557,False,False,TUESDAY
71054832,LOUISVILLE METRO POLICE DEPT,8011077127,,,RANGELAND,RD,,0.042,,,,,LAGOONA,DR   ,KY0864,POPLAR LEVEL,RD   ,2,1,0,1,CLEAR,DRY,True,COUNTY ROAD,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-09-24 18:40:00-04:00,38.1673084,-85.6809606,True,False,SATURDAY
71054852,LOUISVILLE METRO POLICE DEPT,8011077219,US0060,,FRANKFORT,AVE,,0.778,,CLIFTON,AVE  ,,,,,,,2,1,0,1,CLEAR,DRY,True,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-09-25 08:23:00-04:00,38.2536116,-85.7061316,True,False,SUNDAY
71054866,LOUISVILLE METRO POLICE DEPT,8011077308,,,15TH,ST,S,2.021,,CEDAR,ST   ,,,,,,,2,1,0,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-09-25 16:32:00-04:00,38.2544764,-85.7754514,True,False,SUNDAY
71054861,LOUISVILLE METRO POLICE DEPT,8011077288,KY3064,,PORTLAND,AVE,,0.573,,,,,,,,,,2,1,0,0,CLOUDY,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-09-25 14:56:00-04:00,38.271804,-85.7921323,False,False,SUNDAY
71055534,LOUISVILLE METRO POLICE DEPT,8011077767,US0031E,,MARKET,ST,E,17.383,KY0061,PRESTON,ST   ,,,,,,,2,1,0,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAWN,False,2011-09-27 08:38:00-04:00,38.2541348,-85.7462308,True,False,TUESDAY
71055974,LOUISVILLE METRO POLICE DEPT,8011077801,,,FACTORY,LN,,0.016,,,,,,,,,,2,1,0,0,CLOUDY,DRY,True,COUNTY ROAD,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-09-27 10:15:00-04:00,38.2893316,-85.5120607,False,False,TUESDAY
71057517,LOUISVILLE METRO POLICE DEPT,8011078898,KY1020,,2ND,ST,S,12.193,,,,,CHESTNUT,ST   ,US0150,BROADWAY,,2,1,0,1,CLOUDY,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-09-30 17:00:00-04:00,38.247226,-85.7548395,True,False,FRIDAY
1178750,LOUISVILLE METRO POLICE DEPT,8011100036,,,3RD,ST,,,,FLORENCE,,,,,,,,2,1,0,1,CLOUDY,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-12-09 16:00:00-05:00,38.191066667,-85.765016667,True,False,FRIDAY
1187478,LOUISVILLE METRO POLICE DEPT,8011090700,US0031,,MAIN,ST,,,,PRESTON,,,,,,,,2,1,0,0,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,False,2011-11-08 14:57:00-05:00,38.253333333,-85.740666667,False,False,TUESDAY
1263077,LOUISVILLE METRO POLICE DEPT,8011100092,US0060,,FRANKFORT,AVE,,,,BLACKBURN,AVE  ,,,,,,,2,1,0,0,CLOUDY,DRY,True,FEDERAL,COLLISION WITH BICYCLE,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2011-12-10 18:40:00-05:00,38.252516667,-85.671816667,False,False,SATURDAY
1263539,LOUISVILLE METRO POLICE DEPT,8011092351,,,MONTGOMERY,ST,,,,25TH,ST   ,,,,,,,2,1,0,1,CLEAR,DRY,True,LOCAL STREET,COLLISION WITH BICYCLE,REAR END,STRAIGHT & LEVEL,DAYLIGHT,False,2011-11-14 15:30:00-05:00,38.27195,-85.788166667,True,False,MONDAY
1689356,LOUISVILLE METRO POLICE DEPT,8011095381,,,LOWER RIVER,RD,,,,JOHNSONTOWN,RD   ,,,,,,,2,1,0,0,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2011-11-24 00:51:00-05:00,38.1097,-85.889566667,False,False,THURSDAY
1948539,LOUISVILLE METRO POLICE DEPT,8011093952,US0060,,LEXINGTON,RD,,10.55,,WALLACE,AVE  ,,,,,,,2,1,0,1,CLOUDY,DRY,False,FEDERAL,COLLISION WITH BICYCLE,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,False,2011-11-19 16:30:00-05:00,38.251633333,-85.6547,True,False,SATURDAY
71059154,LOUISVILLE METRO POLICE DEPT,8011080340,KY1020,,2ND,ST,S,12.098,US0150,BROADWAY,,,,,,,,2,1,0,0,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-10-05 17:00:00-04:00,38.2458563,-85.7550178,False,False,WEDNESDAY
71059652,LOUISVILLE METRO POLICE DEPT,8011080241,US0150,,BROADWAY,,W,1.094,,18TH,ST   ,,,,,,,2,1,0,0,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-10-05 13:00:00-04:00,38.2489317,-85.7815245,False,False,WEDNESDAY
71060088,ST. MATTHEWS POLICE DEPARTMENT,0311001609,,4100,OECHSLI,AVE,,0.08,,,,,,,,,,2,1,0,0,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-10-08 12:00:00-04:00,38.2543961,-85.6462471,False,False,SATURDAY
71060321,LOUISVILLE METRO POLICE DEPT,8011080982,,,FERN CREEK,RD,,0.539,,,,,,,,,,2,1,0,0,CLEAR,DRY,False,COUNTY ROAD,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-10-07 15:29:00-04:00,38.1547494,-85.5922186,False,False,FRIDAY
71060495,LOUISVILLE METRO POLICE DEPT,8011080999,,,WELLINGTON,AVE,W,0.276,,2ND,ST   ,,,,,,,2,1,0,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-10-07 15:56:00-04:00,38.1835521,-85.7625777,True,False,FRIDAY
71060620,LOUISVILLE METRO POLICE DEPT,8011081591,KY1931,,ST ANDREWS CHURCH,RD,,4.521,,,,,BLANTON,LN   ,,BROOKVIEW,DR   ,2,1,0,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2011-10-09 19:51:00-04:00,38.152634,-85.8178661,True,False,SUNDAY
71060594,LOUISVILLE METRO POLICE DEPT,8011081450,KY2049,,CRUMS,LN,,0.024,,,,,,,,,,3,2,0,1,CLEAR,DRY,True,STATE,COLLISION WITH BICYCLIST,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,True,2011-10-09 05:30:00-04:00,38.1991711,-85.8369648,True,False,SUNDAY
71063477,LOUISVILLE METRO POLICE DEPT,8011082154,US0031W,,MARKET,ST,W,21.797,,,,,5TH,ST   ,,4TH,ST   ,2,1,0,1,CLOUDY,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2011-10-11 17:10:00-04:00,38.2553905,-85.7578176,True,False,TUESDAY
