X,Y,IncidentID,AgencyName,RdwyNumber,Street,StreetDir,RoadwayName,StreetSfx,OWNER,ROAD_CLASSIFICATION,COUNCIL_DISTRICT,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,DAY_OF_WEEK,CollisionDate,CollisionTime,HOUR_OF_DAY,UnitsInvolved,MotorVehiclesInvolved,MODE,NAME,AGE,GENDER,SEVERITY,LINK,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,IsSecondaryCollision,ObjectId
-85.7959546,38.2531519,18196593,LOUISVILLE METRO POLICE DEPT,,,W,CHESTNUT,ST,METRO,MINOR ARTERIAL,0,,27TH,,,,,38.2531519,-85.7959546,0.273,WEDNESDAY,2016/09/07 09:05:00+00,505,5AM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,60,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,428
-85.6430251,38.2859546,18191384,LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,,,I 0264,I264 E EXIT22 ON RAMP FROM US42,I 0071,I264 E EXIT23 RAMP TO I64 E,38.2859546,-85.6430251,22.659,WEDNESDAY,2016/09/08 01:19:00+00,2119,9PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,48,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE,429
-85.7034473,38.1982081,18196599,LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,,,,,,,38.1982081,-85.7034473,13.666,THURSDAY,2016/09/08 15:37:00+00,1137,11AM,3,3,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,17,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,FALSE,430
-85.7034473,38.1982081,18196599,LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,,,,,,,38.1982081,-85.7034473,13.666,THURSDAY,2016/09/08 15:37:00+00,1137,11AM,3,3,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,39,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,FALSE,431
-85.7838047,38.1866444,18191409,LOUISVILLE METRO POLICE DEPT,KY1865,,,TAYLOR,BLVD,STATE,MAJOR ARTERIAL,0,,ASHLAND,,,,,38.1866444,-85.7838047,5.53,FRIDAY,2016/09/09 16:51:00+00,1251,12PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,40,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - BOTH VEHICLES GOING STRAIGHT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,432
-85.746465,38.257797,18191285,LOUISVILLE METRO POLICE DEPT,,,E,WITHERSPOON,ST,METRO,MINOR ARTERIAL,0,,,,FLOYD,,PRESTON,38.257797,-85.746465,0.262,FRIDAY,2016/09/10 01:08:00+00,2108,9PM,2,1,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,24,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,433
-85.512281,38.2893774,18191321,LOUISVILLE METRO POLICE DEPT,KY0146,,,LA GRANGE,RD,STATE,MINOR ARTERIAL,0,I 0265,I265 N EXIT30 ON RAMP FROM KY146,,,,,38.2893774,-85.512281,7.551,SATURDAY,2016/09/10 15:53:00+00,1153,11AM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,69,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,434
-85.673307,38.1103847,18191964,LOUISVILLE METRO POLICE DEPT,KY0061,,,PRESTON,HWY,STATE,MAJOR ARTERIAL,0,,,,,,,38.1103847,-85.673307,0.082,SATURDAY,2016/09/11 00:00:00+00,2000,8PM,1,1,MOTORCYCLE,UNKNOWN OR NOT AVAILABLE,29,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,OVERTURNED ON RAMP,SINGLE VEHICLE,CURVE & GRADE,DUSK,KY0061,I 0265,FALSE,435
-85.7603258,38.2258155,18191988,LOUISVILLE METRO POLICE DEPT,,,W,HILL,ST,METRO,MINOR ARTERIAL,0,KY1020,3RD,,,,,38.2258155,-85.7603258,0.186,SUNDAY,2016/09/11 19:25:00+00,1525,3PM,2,1,BICYCLE,UNKNOWN OR NOT AVAILABLE,35,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH BICYCLE IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,436
-85.6441131,38.2137097,18196658,LOUISVILLE METRO POLICE DEPT,,,,STANTON,BLVD,METRO,LOCAL,0,,NOE,,,,,38.2137097,-85.6441131,0.298,MONDAY,2016/09/12 21:20:00+00,1720,5PM,2,1,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,60,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION IN PARKING LOT,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,437
-85.6342509,38.2568232,18312847,LOUISVILLE METRO POLICE DEPT,,315,,MARSHALL,DR,PRIVATE,PARKING LOT,0,,,,,,,38.2568232,-85.6342509,,MONDAY,2016/09/12 22:16:00+00,1816,6PM,2,2,MOTORCYCLE,UNKNOWN OR NOT AVAILABLE,37,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,438
-85.6270206,38.1447167,18202397,LOUISVILLE METRO POLICE DEPT,KY0864,,,FEGENBUSH,LN,STATE,MINOR ARTERIAL,0,,,,VAUGHN MILL,,PEPPERMILL,38.1447167,-85.6270206,5.138,TUESDAY,2016/09/13 16:36:00+00,1236,12PM,2,2,MOTORCYCLE,UNKNOWN OR NOT AVAILABLE,59,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & GRADE,DAYLIGHT,,,FALSE,439
-85.7477083,38.112766,18202271,LOUISVILLE METRO POLICE DEPT,KY1020,,,NATIONAL,TPKE,STATE,MINOR ARTERIAL,0,,FAIRDALE,,,,,38.112766,-85.7477083,2.677,TUESDAY,2016/09/14 00:01:00+00,2001,8PM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,30,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,440
-85.7716799,38.2568887,18202275,LOUISVILLE METRO POLICE DEPT,US0031W,,W,MARKET,ST,STATE,MAJOR ARTERIAL,0,,13TH,,,,,38.2568887,-85.7716799,21.007,TUESDAY,2016/09/14 02:17:00+00,2217,10PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,67,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,441
-85.6888333,38.2019659,18202280,LOUISVILLE METRO POLICE DEPT,KY1703,,,NEWBURG,RD,STATE,MINOR ARTERIAL,0,I 0264,I264 E EXIT15 ON RAMP FROM KY1703 S,,,,,38.2019659,-85.6888333,2.25,WEDNESDAY,2016/09/14 05:42:00+00,142,1AM,2,2,MOTORCYCLE,UNKNOWN OR NOT AVAILABLE,37,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,CURVE & GRADE,DAYLIGHT,,,FALSE,442
-85.7414333,38.2571885,18275371,LOUISVILLE METRO POLICE DEPT,I 0064,,,I-64,,FEDERAL,INTERSTATE,0,I 0064,I65 N EXIT137 RAMP TO I64 W,,,,,38.2571885,-85.7414333,0.063,WEDNESDAY,2016/09/14 19:45:00+00,1545,3PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,42,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & HILLCREST,DARK-HWY LIGHTED/ON,,,FALSE,443
-85.538848,38.2196862,18212732,JEFFERSONTOWN POLICE DEPT,KY0913,,,BLANKENBAKER,PKWY,STATE,MINOR ARTERIAL,0,,,,BLUEGRASS,I 0064,I64 E EXIT17 ON RAMP FROM KY913 N,38.2196862,-85.538848,2.579,FRIDAY,2016/09/16 07:54:00+00,354,3AM,2,2,MOTORCYCLE,UNKNOWN OR NOT AVAILABLE,29,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - BOTH VEHICLES GOING STRAIGHT,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,444
-85.7533098,38.256269,18228570,LOUISVILLE METRO POLICE DEPT,US0031W,,S,2ND,ST,STATE,MAJOR ARTERIAL,0,US0031E,MAIN,,,,,38.256269,-85.7533098,22.135,FRIDAY,2016/09/16 08:24:00+00,424,4AM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,25,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,REAR END IN TRAFFIC ONE VEHICLE STOPPED,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,FALSE,445
-85.6669594,38.2495956,18312848,LOUISVILLE METRO POLICE DEPT,US0060A,,,LEXINGTON,RD,STATE,MINOR ARTERIAL,0,KY2048,CANNONS,,,,,38.2495956,-85.6669594,9.967,FRIDAY,2016/09/16 14:07:00+00,1007,10AM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,28,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,446
-85.8848367,38.1572039,18223201,LOUISVILLE METRO POLICE DEPT,KY1934,,,GREENBELT,HWY,STATE,MAJOR ARTERIAL,0,,INTERMODAL,,,,,38.1572039,-85.8848367,5.173,FRIDAY,2016/09/17 02:27:00+00,2227,10PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,67,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - BOTH VEHICLES GOING STRAIGHT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,TRUE,447
-85.8656488,38.1645085,18223209,LOUISVILLE METRO POLICE DEPT,KY1727,6100,,TERRY,RD,STATE,MINOR ARTERIAL,0,,,,,,,38.1645085,-85.8656488,3.006,SATURDAY,2016/09/17 04:44:00+00,44,12AM,2,2,MOTOR SCOOTER,UNKNOWN OR NOT AVAILABLE,22,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAWN,,,FALSE,448
-85.5720628,38.1970272,18221935,JEFFERSONTOWN POLICE DEPT,,,,GALENE,DR,JEFFERSONTOWN,LOCAL,0,,MAPLE,,,,,38.1970272,-85.5720628,1.134,SATURDAY,2016/09/17 10:54:00+00,654,6AM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,32,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,TRUE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,449
-85.5415936,38.2243909,18228667,LOUISVILLE METRO POLICE DEPT,KY0913,,,BLANKENBAKER,PKWY,STATE,MINOR ARTERIAL,0,,,,,,,38.2243909,-85.5415936,0.126,MONDAY,2016/09/19 18:04:00+00,1404,2PM,1,1,MOTORCYCLE,UNKNOWN OR NOT AVAILABLE,45,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,RAMP - VEHICLE RAN OFF ROADWAY ,SINGLE VEHICLE,CURVE & GRADE,DAYLIGHT,KY0913,I 0064,FALSE,450
-85.6847389,38.1716592,18228729,LOUISVILLE METRO POLICE DEPT,,,E,INDIAN,TRL,METRO,MINOR ARTERIAL,0,,,KY0864,POPLAR LEVEL,,ILEX,38.1716592,-85.6847389,1.214,MONDAY,2016/09/19 22:59:00+00,1859,6PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,36,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,451
-85.7195463,38.2391792,18280761,LOUISVILLE METRO POLICE DEPT,,,,CHEROKEE,RD,METRO,PRIMARY COLLECTOR,0,KY2860,GRINSTEAD,,,,,38.2391792,-85.7195463,0.517,TUESDAY,2016/09/20 19:19:00+00,1519,3PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,53,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,OPPOSING LEFT TURN,OPPOSING LEFT TURN,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,452
-85.5045678,38.2346956,18257149,LOUISVILLE METRO POLICE DEPT,I 0265,,,I-265,,FEDERAL,INTERSTATE,0,,,,,,,38.2346956,-85.5045678,26.273,WEDNESDAY,2016/09/21 11:00:00+00,700,7AM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,22,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,CURVE & HILLCREST,DAYLIGHT,,,FALSE,453
-85.8231348,38.2138784,18257152,LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,,,I 0264,I264 E EXIT4 ON RAMP FROM KY2056,I 0264,I264 E EXIT5A OFF RAMP TO KY1934,38.2138784,-85.8231348,4.633,WEDNESDAY,2016/09/21 18:38:00+00,1438,2PM,3,3,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,72,MALE,FATALITY,,CLEAR,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,454
-85.5994418,38.0871619,18263242,LOUISVILLE METRO POLICE DEPT,KY2053,,,THIXTON,LN,STATE,PRIMARY COLLECTOR,0,,ENGLISH MEADOW,,,,,38.0871619,-85.5994418,4.624,WEDNESDAY,2016/09/21 21:28:00+00,1728,5PM,2,2,MOTOR SCOOTER,UNKNOWN OR NOT AVAILABLE,30,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,TRUE,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,455
-85.804392,38.260638,18246983,LOUISVILLE METRO POLICE DEPT,,,W,MARKET,ST,METRO,MINOR ARTERIAL,0,,,,,,,38.260638,-85.804392,0.985,WEDNESDAY,2016/09/22 00:41:00+00,2041,8PM,1,1,MOTORCYCLE,UNKNOWN OR NOT AVAILABLE,51,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,456
-85.8129721,38.2439935,18240620,LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,,,,,,,38.2439935,-85.8129721,2.439,THURSDAY,2016/09/22 08:19:00+00,419,4AM,2,1,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,63,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,457
-85.5226343,38.1871555,18641066,LOUISVILLE METRO POLICE DEPT,KY0155,,,TAYLORSVILLE,RD,STATE,MAJOR ARTERIAL,0,,,,SWEENEY,,PLEASANT GLEN,38.1871555,-85.5226343,6.82,THURSDAY,2016/09/23 01:19:00+00,2119,9PM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,65,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,458
-85.7182685,38.157695,18247699,LOUISVILLE METRO POLICE DEPT,I 0065,,,I-65,,FEDERAL,INTERSTATE,0,,,I 0065,I65 N EXIT128 TRANSIT,I 0065,I65 N EXIT128 ON RAMP FROM KY1631,38.157695,-85.7182685,128.29,THURSDAY,2016/09/23 01:54:00+00,2154,9PM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,33,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,459
-85.7941593,38.2192255,18247697,LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,,,WILART,,WINGFIELD,38.2192255,-85.7941593,17.353,THURSDAY,2016/09/23 03:00:00+00,2300,11PM,2,1,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,55,MALE,FATALITY,,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN NON - INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE,460
-85.831252,38.1966843,18399382,LOUISVILLE METRO POLICE DEPT,KY2049,2131,,CRUMS,LN,STATE,MINOR ARTERIAL,0,,,,,,,38.1966843,-85.831252,0,FRIDAY,2016/09/24 03:01:00+00,2301,11PM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,52,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,461
-85.8528783,38.1246241,18257381,LOUISVILLE METRO POLICE DEPT,US0031W,,,DIXIE,HWY,STATE,MAJOR ARTERIAL,0,,,,WITTEN,,ELZIE,38.1246241,-85.8528783,10.03,FRIDAY,2016/09/24 03:17:00+00,2317,11PM,1,1,MOTORCYCLE,UNKNOWN OR NOT AVAILABLE,31,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,OCCUPANT FELL FROM MOVING VEHICLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,462
-85.7706075,38.2107455,18263256,LOUISVILLE METRO POLICE DEPT,US0060A,,,TAYLOR,BLVD,STATE,MAJOR ARTERIAL,0,US0060A,WINKLER,,,,,38.2107455,-85.7706075,2.724,SATURDAY,2016/09/24 04:23:00+00,23,12AM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,65,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,REAR END - ONE VEHICLE STOPPED,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,463
-85.7706075,38.2107455,18263256,LOUISVILLE METRO POLICE DEPT,US0060A,,,TAYLOR,BLVD,STATE,MAJOR ARTERIAL,0,US0060A,WINKLER,,,,,38.2107455,-85.7706075,2.724,SATURDAY,2016/09/24 04:23:00+00,23,12AM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,82,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,REAR END - ONE VEHICLE STOPPED,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,464
-85.7706075,38.2107455,18263256,LOUISVILLE METRO POLICE DEPT,US0060A,,,TAYLOR,BLVD,STATE,MAJOR ARTERIAL,0,US0060A,WINKLER,,,,,38.2107455,-85.7706075,2.724,SATURDAY,2016/09/24 04:23:00+00,23,12AM,3,3,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,29,MALE,FATALITY,,CLEAR,DRY,FALSE,OPPOSITE DIRECTION - BOTH VEHICLES GOING STRAIGHT AHEAD,SIDESWIPE-OPPOSITE DIRECTION,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,465
-85.7184734,38.1801834,18257158,LOUISVILLE METRO POLICE DEPT,KY0061,,,PRESTON,HWY,STATE,MAJOR ARTERIAL,0,,GRADE,,,,,38.1801834,-85.7184734,7.362,SATURDAY,2016/09/24 18:39:00+00,1439,2PM,3,3,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,42,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,OPPOSITE DIRECTION - BOTH VEHICLES GOING STRAIGHT AHEAD,SIDESWIPE-OPPOSITE DIRECTION,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,466
-85.7184734,38.1801834,18257158,LOUISVILLE METRO POLICE DEPT,KY0061,,,PRESTON,HWY,STATE,MAJOR ARTERIAL,0,,GRADE,,,,,38.1801834,-85.7184734,7.362,SATURDAY,2016/09/24 18:39:00+00,1439,2PM,3,3,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,24,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,OPPOSITE DIRECTION - BOTH VEHICLES GOING STRAIGHT AHEAD,SIDESWIPE-OPPOSITE DIRECTION,CURVE & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,467
-85.7080691,38.1993096,18257252,LOUISVILLE METRO POLICE DEPT,KY0864,,,POPLAR LEVEL,RD,STATE,MAJOR ARTERIAL,0,,TAYLOR,,,,,38.1993096,-85.7080691,11.574,SUNDAY,2016/09/25 19:40:00+00,1540,3PM,2,1,PEDESTRIAN,UNKNOWN OR NOT AVAILABLE,22,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH PEDESTRIAN IN INTERSECTION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,FALSE,468
-85.6136504,38.1376499,18257280,LOUISVILLE METRO POLICE DEPT,KY0864,,,FEGENBUSH,LN,STATE,MAJOR ARTERIAL,0,KY0864,BEULAH CHURCH,,,,,38.1376499,-85.6136504,4.262,SUNDAY,2016/09/26 00:32:00+00,2032,8PM,3,3,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,36,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,469
-85.5510962,38.2984745,18481641,LOUISVILLE METRO POLICE DEPT,I 0265,,S,I-265,,FEDERAL,INTERSTATE,0,,,,,,,38.2984745,-85.5510962,0.12,MONDAY,2016/09/26 09:00:00+00,500,5AM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,48,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,ANGLE COLLISION - ONE VEHICLE TURNING LEFT,ANGLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,470
-85.7491526,38.2116988,18270155,LOUISVILLE METRO POLICE DEPT,US0060A,,,EASTERN,PKWY,STATE,MAJOR ARTERIAL,0,,CONCORD,,,,,38.2116988,-85.7491526,4.152,MONDAY,2016/09/27 01:27:00+00,2127,9PM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,43,FEMALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,FALSE,471
-85.8497427,38.1444159,18290546,LOUISVILLE METRO POLICE DEPT,KY1931,,,GREENWOOD,RD,STATE,MINOR ARTERIAL,0,,,,,,,38.1444159,-85.8497427,2.596,WEDNESDAY,2016/09/28 10:00:00+00,600,6AM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,18,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & LEVEL,DAWN,,,FALSE,472
-85.5959144,38.1986188,18655885,JEFFERSONTOWN POLICE DEPT,,,,SIX MILE,LN,METRO,PRIMARY COLLECTOR,0,,STONY FARM,,,,,38.1986188,-85.5959144,3.256,WEDNESDAY,2016/09/29 01:30:00+00,2130,9PM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,66,FEMALE,FATALITY,,CLEAR,DRY,FALSE,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,FALSE,473
-85.6806465,38.2051612,18280868,LOUISVILLE METRO POLICE DEPT,I 0264,,,I-264,,FEDERAL,INTERSTATE,0,,,,,,,38.2051612,-85.6806465,15.012,THURSDAY,2016/09/29 19:07:00+00,1507,3PM,1,1,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,18,MALE,SUSPECTED SERIOUS INJURY,,CLEAR,DRY,FALSE,OVERTURNED IN ROADWAY,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,FALSE,474
-85.7324922,38.1938594,18468540,LOUISVILLE METRO POLICE DEPT,I 0065,,,I-65,,FEDERAL,INTERSTATE,0,,,I 0065,I65 S EXIT131A RAMP TO I264,I 0065,I65 S EXIT131B OFF RAMP,38.1938594,-85.7324922,131.026,THURSDAY,2016/09/30 01:05:00+00,2105,9PM,2,2,MOTOR VEHICLE,UNKNOWN OR NOT AVAILABLE,55,MALE,SUSPECTED SERIOUS INJURY,,CLOUDY,DRY,FALSE,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,CURVE & GRADE,DARK-HWY LIGHTED/ON,,,FALSE,475
